title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source
Learn Programming,Learn Programming,Antti Salonen,4.67,3,https://covers.openlibrary.org/b/id/9000406-L.jpg,https://openlibrary.org/works/OL17930014W,465,"Software development, Programming languages, Computer science, Python, SQL","This book is aimed at readers who are interested in software development but have very little to no prior experience.
The book focuses on teaching the core principles around software development. It uses several technologies to this goal (e.g. C, Python, JavaScript, HTML, etc.) but is not a book about the technologies themselves.
The reader will learn the basics (or in some cases more) of various technologies along the way, but the focus is on building a foundation for software development.
The book is your guided tour through the programming jungle, aiming to provide some clarity and build the foundation for software development skills.
The book web site is https://progbook.org/.",open_library_api
New Programmers Start Here: An Introduction to Computer Programming Using JavaScript,New Programmers Start Here: An Introduction to Computer Programming Using JavaScript,Jonathan Bartlett,4.67,6,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594003224i/28870125._SX50_.jpg,https://www.goodreads.com/book/show/28870125-new-programmers-start-here,410,General,No description available.,goodreads_scraped
The Linux Programming Interface: A Linux and UNIX System Programming Handbook,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,Michael Kerrisk,4.63,725,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391032547i/7672214._SX50_.jpg,https://www.goodreads.com/book/show/7672214-the-linux-programming-interface,410,General,No description available.,goodreads_scraped
Functional Programming,Functional Programming (International Computer Science Series),Anthony J. Field,4.62,8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267206507i/4079840._SY75_.jpg,https://www.goodreads.com/book/show/4079840-functional-programming,602,Functional programming (Computer science),No description available.,goodreads_scraped
Avatar Volume 6: The Last Airbender,Avatar Volume 6: The Last Airbender (Avatar #6),Bryan Konietzko,4.62,695,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388699054i/951061._SX50_.jpg,https://www.goodreads.com/book/show/951061.Avatar_Volume_6,410,General,No description available.,goodreads_scraped
"Fluent Python: Clear, Concise, and Effective Programming","Fluent Python: Clear, Concise, and Effective Programming",Luciano Ramalho,4.61,1820,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442848456i/22800567._SX50_.jpg,https://www.goodreads.com/book/show/22800567-fluent-python,821,"Python (Computer program language), Computer programming, Object-oriented programming languages, Object-oriented programming (computer science), Python (computer program language)",No description available.,goodreads_scraped
Avatar Volume 7: The Last Airbender,Avatar Volume 7: The Last Airbender (Avatar #7),Bryan Konietzko,4.61,596,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267323885i/2857200._SX50_.jpg,https://www.goodreads.com/book/show/2857200-avatar-volume-7,410,General,No description available.,goodreads_scraped
Avatar Volume 7: The Legend of Aang,Avatar Volume 7: The Legend of Aang,Michael Dante DiMartino,4.61,596,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1232772483i/6131379._SX50_.jpg,https://www.goodreads.com/book/show/6131379-avatar-volume-7,410,General,No description available.,goodreads_scraped
Data structures and algorithms,Data structures and algorithms,Alfred V. Aho,4.6,5,https://covers.openlibrary.org/b/id/134008-L.jpg,https://openlibrary.org/works/OL3509435W,427,"Algorithmes, Computer algorithms, Algoritmen, Structures de données (Informatique), Datastructuren",No description available.,open_library_api
Elixir in Action,Elixir in Action,Saša Jurić,4.57,392,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519435676i/38732242._SX50_.jpg,https://www.goodreads.com/book/show/38732242-elixir-in-action,410,General,No description available.,goodreads_scraped
CLR via C#,CLR via C#,Jeffrey Richter,4.56,1103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388551187i/7121415._SX50_.jpg,https://www.goodreads.com/book/show/7121415-clr-via-c,410,General,No description available.,goodreads_scraped
Avatar Volume 5: The Last Airbender,Avatar Volume 5: The Last Airbender (Avatar #5),Michael Dante DiMartino,4.55,761,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1179748292i/951060._SX50_.jpg,https://www.goodreads.com/book/show/951060.Avatar_Volume_5,410,General,No description available.,goodreads_scraped
Avatar Volume 4: The Last Airbender,Avatar Volume 4: The Last Airbender (Avatar #4),Michael Dante DiMartino,4.55,581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923199i/156990._SX50_.jpg,https://www.goodreads.com/book/show/156990.Avatar_Volume_4,410,General,No description available.,goodreads_scraped
99 Bottles of OOP,99 Bottles of OOP,Sandi Metz,4.55,672,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477514056i/31183020._SX50_.jpg,https://www.goodreads.com/book/show/31183020-99-bottles-of-oop,410,General,No description available.,goodreads_scraped
The Elements Of Computing Systems: Building A Modern Computer From First Principles,The Elements Of Computing Systems: Building A Modern Computer From First Principles,Noam Nisan,4.55,978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387737217i/910789._SX50_.jpg,https://www.goodreads.com/book/show/910789.The_Elements_Of_Computing_Systems,410,"Computer Science, Electronic data processing, Electronic digital computers","In the early days of computer science, the interactions of hardware, software, compilers, and operating system were simple enough to allow students to see an overall picture of how computers worked. With the increasing complexity of computer technology and the resulting specialization of knowledge, such clarity is often lost. Unlike other texts that cover only one aspect of the field, The Elements of Computing Systems gives students an integrated and rigorous picture of applied computer science, as its comes to play in the construction of a simple yet powerful computer system.

Indeed, the best way to understand how computers work is to build one from scratch, and this textbook leads students through twelve chapters and projects that gradually build a basic hardware platform and a modern software hierarchy from the ground up. In the process, the students gain hands-on knowledge of hardware architecture, operating systems, programming languages, compilers, data structures, algorithms, and software engineering. Using this constructive approach, the book exposes a significant body of computer science knowledge and demonstrates how theoretical and applied techniques taught in other courses fit into the overall picture.

Designed to support one- or two-semester courses, the book is based on an abstraction-implementation paradigm; each chapter presents a key hardware or software abstraction, a proposed implementation that makes it concrete, and an actual project. The emerging computer system can be built by following the chapters, although this is only one option, since the projects are self-contained and can be done or skipped in any order. All the computer science knowledge necessary for completing the projects is embedded in the book, the only pre-requisite being a programming experience.

The book's web site provides all tools and materials necessary to build all the hardware and software systems described in the text, including two hundred test programs for the twelve projects. The projects and systems can be modified to meet various teaching needs, and all the supplied software is open-source.",goodreads_scraped
Parallel and Concurrent Programming in Haskell: Techniques for Multicore and Multithreaded Programming,Parallel and Concurrent Programming in Haskell: Techniques for Multicore and Multithreaded Programming,Simon Marlow,4.54,169,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368811788i/17802513._SX50_.jpg,https://www.goodreads.com/book/show/17802513-parallel-and-concurrent-programming-in-haskell,410,General,No description available.,goodreads_scraped
